FID,Volcano_Number,Volcano_Name,Primary_Volcano_Type,Last_Eruption_Year,Country,Geological_Summary,Region,Subregion,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,GeoLocation
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a82,355093,Guayaques,Lava dome(s),,Chile-Bolivia,"The Cerros de Guayaques group of N-S-trending rhyodacitic lava domes straddles the Chile-Bolivia border.  The 10-km-long chain is located immediately E of the Purico pyroclastic shield.  There is some evidence for Holocene activity, and the youngest domes appear to be N of the summit crater of the dome complex (de Silva and Francis, 1991).  A well-defined summit crater was the source of  the largest lava flows, which traveled 3 km to the SW.  There are no records of historical activity. ",South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566,5598,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/111024.jpg,"The irregular 10-km-long N-S-trending chain just left of the center of this Landsat image is Cerros de Guayaques.  These rhyodacitic lava domes straddle the Chile-Bolivia border.  The 10-km-long chain is located immediately east of the Purico pyroclastic shield, part of which is visible on the left side of the image.  A well-defined summit crater was the source of  the largest lava flows, which form the lobate flows that extend 3 km to the SW.  There are no records of historical activity from Guayaques volcano. ","NASA Landsat image, 1999 (courtesy of Hawaii Synergy Project, Univ. of Hawaii Institute of Geophysics & Planetology).",Dacite,POINT (-22.895 -67.566)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a83,355094,Purico Complex,Pyroclastic shield,,Chile,"The Purico volcanic complex consists of two ignimbrite sheets, separated by a short erosional interval, that were erupted about 1.3 million years ago, along with several stratovolcanoes and lava domes that define a postulated 10 x 20 km ring fracture.  Cerro Toco volcano overlies the vent area of the Cajón Ignimbrite. A sulfur mine on its SE flank was mined until the early 1990s.  The youngest lava domes, Cerro Chascón de Purico and Cerro Aspero are of Holocene age (de Silva and Francis, 1991).   Both domes differ morphologically from many other flat-topped silicic Andean volcanic domes and have conical profiles. The Cerro Chascón de Purico dacitic dome was formed by a series of viscous lava flows and has a well-preserved summit crater and lava flows that show no evidence of glacial modification. The Cerro Aspero appears to be a single Pelean-type dome.  The dacitic-to-andesitic Macon stratovolcano of Holocene age lies at the southern end of the complex, and the Alitar maar at the SE end displays constant solfataric activity.",South America,"Northern Chile, Bolivia and Argentina",-23,-67.75,5703,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/111025.jpg,"Erosional furrows cut outflow sheets of Pleistocene ignimbrites of the Purico Complex that were erupted from a postulated 10 x 20 km ring fracture.  The light-colored dome at the top center is Pleistocene in age, but the youngest lava domes, Cerro Chascón de Purico (center) and Cerro Aspero (the small dome at the bottom center) are of Pleistocene-Holocene age.  The dacitic-to-andesitic Macon stratovolcano of Holocene age lies at the SW end of the complex (far left-center).  The Guayaques volcanic chain lies at the upper right.","NASA Landsat image, 1999 (courtesy of Hawaii Synergy Project, Univ. of Hawaii Institute of Geophysics & Planetology).",Dacite,POINT (-23 -67.75)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a84,355095,Colachi,Stratovolcano,,Chile,"Colachi is a andesitic-dacitic stratovolcano that was constructed on an uplifted block of welded ignimbrites.  The most recent activity produced pristine silicic lava flows of probable Holocene age, the largest of which covers a 7 km2 area on the saddle between Colachi and the neighboring volcano of Acamarachi (de Silva and Francis, 1991).  A smaller flow was erupted on the W flank.  The closely spaced Colachi and Acamarachi volcanoes represent different magmatic systems (Gardeweg 1993, pers. comm.).    ",South America,"Northern Chile, Bolivia and Argentina",-23.236,-67.645,5631,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/068086.jpg,"Colachi (left) is an andesitic-dacitic stratovolcano whose most recent activity produced pristine silicic lava flows of probable Holocene age.  The largest of these covers a 7 sq km area on the saddle between Colachi and the neighboring volcano of Acamarachi (center horizon).  This aerial view from the west also shows the conical peak of Aguas Calientes (far right), a twin volcano of Lascar volcano, whose slopes appear at the lower right.  The Talabre valley in the center foreground is partially filled by an andesitic lava flow from Lascar.","Photo by Insitituto Geográfico Militar, courtesy of Oscar González-Ferrán (University of Chile).",Andesite / Basaltic Andesite,POINT (-23.236 -67.645)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a85,355096,Acamarachi,Stratovolcano,,Chile,"Acamarachi, a steep-sided andesitic-dacitic volcano, forms the highest peak in this part of the northern Andes. Also known as Cerro Pili, it is at the SSE end of a small volcanic complex that extends from the neighboring volcano Colachi to the NNW.  A large lava dome is located on its N flank. A poorly preserved summit crater and the absence of youthful flank lava flows suggest that the volcano was largely constructed in pre-Holocene times, although the summit lava flows draping the upper cone were considered to be of Holocene age (González-Ferrán, 1995).",South America,"Northern Chile, Bolivia and Argentina",-23.292,-67.618,6023,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/068087.jpg,"Acamarachi, an impressively steep-sided andesitic-dacitic volcano with slopes that reach about 45 degrees, towers above Laguna Aguas Calientes.  The 6046-m-high Acamarachi is the highest peak in this part of the northern Andes and lies at the SSE end of a small volcanic complex that extends from the neighboring volcano Colachi.  A poorly preserved summit crater and the absence of youthful flank lava flows suggest that Acamarachi was largely constructed in pre-Holocene times, although the summit lava flows may be younger.",Photo by Oscar González-Ferrán (University of Chile).,Dacite,POINT (-23.292 -67.618)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a86,355097,"Overo, Cerro",Maar,,Chile,"The solitary Cerro Overo maar is located on the lower NE flank of Chiliques volcano, west of the Salar de Aguas Calientes.  The youthful morphology of the maar suggests a possible Holocene age.  The 600-m-wide, 80-m-deep mafic maar produced the least silicic youthful volcanic rocks found in this part of the central Andes.",South America,"Northern Chile, Bolivia and Argentina",-23.52,-67.67,4555,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/090016.jpg,"Cerro Overo maar in the foreground was formed by phreatomagmatic explosions.  A thin, roughly 1.5-m-thick, dark-colored ejecta blanket surrounds the 600-m-wide, 80-m-deep maar.  The maar is located on the lower NE flank of Volcán Chiliques and was erupted along a regional fault through basement ignimbrites of Pliocene age from the La Pacana caldera.  On the horizon to the right is the east side of Tumisa and the dome ""Negro de Barriales.""  On the left is the Lejia stratovolcano and caldera.  Laguna Agua Caliente is at the right-center.","Photo by Instituto Geográfico Militar (courtesy of Oscar González-Ferrán, University of Chile).",Andesite / Basaltic Andesite,POINT (-23.52 -67.67)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a87,355098,Chiliques,Stratovolcano,,Chile,"Volcán Chiliques is a structurally simple stratovolcano located immediately south of Laguna Lejía. The 5778-m-high summit contains a 500-m-wide crater.  Several youthful lava flows, some of which are considered to be of possible Holocene age (de Silva, 2007 pers. comm.), descend its flanks. The largest of these extends 5 km to the NW. Older lava flows reach up to 10 km from the summit on the north flank. This volcano had previously been considered to be dormant; however, in 2002 a NASA nighttime thermal infrared satellite image from the Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER) showed low-level hot spots in the summit crater and upper flanks.",South America,"Northern Chile, Bolivia and Argentina",-23.58,-67.7,5778,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/109096.jpg,"Snow-capped Volcán Chiliques is a conical stratovolcano located NNE of Laguna Miscanti (foreground).  The 5778-m-high summit of the volcano contains a 500-m-wide crater.  Several youthful lava flows, some of which are considered to be of Holocene age descend its flanks.  Chiliques had previously been considered to be dormant; however, in 2002 a NASA nighttime thermal infrared satellite image showed low-level hot spots in the summit crater and upper flanks.  ","Photo by Carlos Felipe Ramírez (courtesy of Oscar González-Ferrán, University of Chile).",Andesite / Basaltic Andesite,POINT (-23.58 -67.7)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a88,355090,Putana,Stratovolcano,1810,Chile,"Volcán Putana, also known as Jorgencal or Machuca, is part of a large, roughly N-S-trending volcanic complex that covers an area of 600 km2.  Vigorous fumarolic activity is visible at the summit from long distances. The main edifice, which formed primarily by lava effusion, consists of accumulated postglacial dacitic lava domes and flows mantling an older pre-Holocene volcano.  The youngest basaltic andesite lava flows are viscous and rarely extend more than 3 km.  A major eruption of unspecified character was reported in the early 19th century (Rudolph, 1955; Guest 1981, pers. comm.), although González-Ferrán (1995) indicated that no historical eruptions had occurred.  ",South America,"Northern Chile, Bolivia and Argentina",-22.557,-67.853,5884,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/117055.jpg,"Volcán Putana, seen here from the west, shows vigorous fumarolic activity at its 5890-m-high summit.  Snow forming a thin diagonal line below and to the right of the summit marks a road leading to a sulfur-mining operation at the summit of the volcano.  Putana is also known as Jorgencal or Machuca and is part of a large, roughly N-S-trending volcanic complex that covers an area of 600 sq km along the Chile-Bolivia border.  Postglacial dacitic lava domes and short, thick lava flows form the main edifice.","Photo by Joël Boyer, 2006 (L.A.V.E.)",Dacite,POINT (-22.557 -67.853)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a89,355101,Cordon de Puntas Negras,Stratovolcano(es),,Chile,"Two intersecting volcanic chains, the Cordón de Puntas Negras and Cordón Chalviri, trend roughly SE from Chiliques volcano to Volcán Puntas Negras stratovolcano and SW from there to Cerro Tuyajto, respectively.  The chain of small cones, lava domes, lava flows, and maars covers an area of about 500 km2 and contains at least 25 different vents.  The Cordón de Puntas Negras is situated along the southern margin of the 35 x 70 km Pliocene La Pacana caldera.  The pristine morphology of many of the volcanic features indicates a Holocene (de Silva and Francis, 1991) or historical (González-Ferrán, 1995) age.  Small cones such as Cerros Cenizas, Aguas Calientes, Laguna Escondida, and Chinchilla have well-preserved summit craters and produced short lava flows.  A distinct maar-type vent is present, as well as a 13 km2 silicic lava flow and dome complex.  A volcanic center immediately SE of Cerro Laguna Escondida appears to be the youngest vent of the complex.  ",South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/068090.jpg,"The Cordón de Puntas Negras, a NW-SE-trending chain of small cones, lava domes, and lava flows, extends from SE of Cerro Chiliques to the Volcán Puntas Negras stratovolcano.  This view of the southern end of the chain shows multiple vents that fed pristine-looking lava flows with prominent flow levees.  The Cordón de Puntas Negras chain is situated along the southern margin of the 35 x 70 km Pliocene La Pacana caldera.  ","Photo by Instituto Geográfico Militar, courtesy of Oscar González-Ferrán (University of Chile).",Andesite / Basaltic Andesite,POINT (-23.743 -67.534)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a8a,355102,Miniques,Stratovolcano(es),,Chile,"Volcán Miñiques is a large basaltic-andesite to dacitic volcanic complex S of Laguna Miscanti and Laguna Miñiques. The summit is cut by three overlapping craters. Larger craters, partially filled by lava domes and flows, are located W and NE of the summit. The stratovolcano and lava-dome complex was considered to have been active from the Pliocene to the Holocene (González-Ferrán, 1995); de Silva (2007 pers. comm.) assigned it a possible Holocene age. A prominent lava flow extends NW from the summit to the lower flanks, separating Laguna Miñiques from Laguna Miscanti.",South America,"Northern Chile, Bolivia and Argentina",-23.82,-67.77,5910,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/120079.jpg,"The broad Volcán Miñiques massif rises to the SE above Laguna Miñiques.  The 5910-m-high summit of the volcano is cut by three overlapping, E-W-trending craters.  Larger craters, partially filled by lava domes and flows, are located west and NE of the summit of the volcano, which is of late Pleistocene or Holocene age.  A prominent lava flow, not visible in this image, extends NW-ward from the summit to the lower flanks, separating Laguna Miñiques from Laguna Miscanti to the north.  ","Photo by Jos Offermans, 2008.",Andesite / Basaltic Andesite,POINT (-23.82 -67.77)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a8b,355103,"Tujle, Cerro",Maar,,Chile,"The Cerro Tujle maar (also known as Cerro Tucle or Cerro Tugle) in the Cordón de Tujle has a 60-m-deep crater (de Silva and Francis, 1991).  The maar is located SE of the Salar de Atacama, N of Cerro Toloncha.      ",South America,"Northern Chile, Bolivia and Argentina",-23.83,-67.95,3550,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/111028.jpg,"The small dot near the center of this Landsat image is the Cerro Tujle maar (also known as Cerro Tucle or Cerro Tugle).  The Holocene maar has a 60-m-deep crater and is surrounded by a dark-colored ejecta blanket.  The maar is located SE of the Salar de Atacama, north of Cerro Toloncha.      ","NASA Landsat image, 1999 (courtesy of Hawaii Synergy Project, Univ. of Hawaii Institute of Geophysics & Planetology).",No Data (checked),POINT (-23.83 -67.95)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a8c,355104,Caichinque,Stratovolcano(es),,Chile,"Caichinque is a relatively small Pleistocene-Holocene volcanic complex that forms a topographic high dividing Salar Capur from Salar Talar.  More than a half-dozen vents produced andesitic-to-dacitic lava flows, with young flows descending to the NE and SE from the summit.  One prominent flow traveled 6 km to the E, forming two lobes extending into the Salar Talar.  The youthful morphology of the flows suggested a prehistorical age (González-Ferrán, 1995), but de Silva (2007 pers. comm.) considered the volcanic complex to perhaps be as old as late Pleistocene. ",South America,"Northern Chile, Bolivia and Argentina",-23.949,-67.74,4458,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/111029.jpg,"Caichinque volcano forms a topographic high dividing lakes of Salar Capur (left) from Salar Talar (right).  More than a half dozen vents produced andesitic-to-dacitic lava flows, with young flows descending to the NE and SE from the 4450-m-high summit.  One prominent flow traveled 6 km to the east, forming two lobes extending into the Salar Talar.  Other youthful looking flows traveled to the west, forming lobes extending into Salar Capur, and SSW, dividing the two salars.  ","NASA Landsat image, 1999 (courtesy of Hawaii Synergy Project, Univ. of Hawaii Institute of Geophysics & Planetology).",Andesite / Basaltic Andesite,POINT (-23.949 -67.74)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a8d,355105,Tilocalar,Stratovolcano(es),,Chile,"Two small stratovolcanoes, the Volcánes de Tilocálar, lie about 3 km apart in the Callejón de Tilocálar area.  The volcanoes overlie Pliocene ignimbrites and were considered to be of Pleistocene-Holocene age by González-Ferrán (1995).  The larger volcano, Tilocálar Sur, lies about 3.5 km SW of the northern volcano, Tilocálar Norte.  Four basaltic-andesite to andesitic lava flows originated from 3116-m-high Tilocálar Sur, and an explosion crater lies a kilometer to the south.  The 3040-m-high Tilocálar Norte lies near the eastern wall of the Callejón de Tilocálar and produced lava flows that traveled primarily to the north.   ",South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3116,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/111030.jpg,"Two small stratovolcanoes, the Volcánes de Tilocálar (left of center at the bottom of this Landsat image), lie about 3 km apart in the Callejón de Tilocálar area.  The volcanoes overlie light-colored Pliocene ignimbrites.  The larger volcano, 3116-m-high Tilocálar Sur, lies about 3.5 km SW of the northern volcano, Tilocálar Norte and produced four basaltic-andesite to andesitic lava flows.  Tilocálar Norte produced elongated lava flows that traveled primarily to the north.   ","NASA Landsat image, 1999 (courtesy of Hawaii Synergy Project, Univ. of Hawaii Institute of Geophysics & Planetology).",Andesite / Basaltic Andesite,POINT (-23.97 -68.13)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a8e,355106,"Negrillar, El",Pyroclastic cone(s),,Chile,"El Negrillar is a group of cinder cones and compound andesitic lava flows in what was interpreted to be a Holocene volcanic field W of the Cordón de Púlar (Moreno 1985, pers. comm.; de Silva and Francis, 1991).  Gardeweg (1993, pers. comm.), however, did not consider it to be of Holocene age.  This volcanic field, also known as Negros de Aras, lies ~20 km N of Socompa volcano.  The major Holocene debris avalanche from Socompa overlies some youthful-looking lava flows at the W margin of the complex.    ",South America,"Northern Chile, Bolivia and Argentina",-24.18,-68.25,3500,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/115037.jpg,"The dark-colored lava flows and cinder cones at the center of this NASA Landsat image (with north to the top) is El Negrillar.  This group of cinder cones and compound andesitic lava flows of Quaternary age, also known as Negros de Aras, lies about 20 km north of Socompa volcano.  The lighter-colored area on the left side of the image abutting El Negrillar flows on the west is part of the major Holocene debris avalanche from Socompa volcano.    ",NASA Landsat7 image (worldwind.arc.nasa.gov),Andesite / Basaltic Andesite,POINT (-24.18 -68.25)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a8f,355107,Pular,Stratovolcano(es),,Chile,"Cerro Pular on the NE end and Cerro Pajonales on the SW form a 12-km-long volcanic ridge NE of Socompa volcano that is mostly pre-Holocene, but may have experienced some more recent activity.  The chain lies NW of the Salar de Pular, about 15 km W of the Argentinian border. Extensive andesitic lava flows reach the lower flanks of the volcanoes, and about 10 craters are present.  A major satellite vent W of the ridge appears to be the youngest feature of the volcanic complex.  An uncertain small explosive eruption was reported in 1990, but the vent location was not known.    ",South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/115038.jpg,"The peaks with scattered snowfields near the center of this NASA Landsat image (with north to the top) are Cerro Pular on the NE and Cerrp Pajonales on the SW.  The 12-km-long volcanic ridge lies NW of Salar de Pular (lower right) and NE of Socompa volcano, source of the lobate lava flows visible at the extreme lower left.  Andesitic lava flows from the Pular-Pajonales chain overlie dacitic lava domes.  An uncertain small explosive eruption was reported in 1990, but the vent location was not known.    ",NASA Landsat7 image (worldwind.arc.nasa.gov),Andesite / Basaltic Andesite,POINT (-24.188 -68.054)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a90,355108,"Negrillar, La",Pyroclastic cone(s),,Chile,"The La Negrillar cone and lava flow complex (also known as Aguas Perdidas) covers a roughly 16 km2 area along the SW margin of the Atacama basin and was interpreted to be of Holocene age by de Silva and Francis (1991).  Gardeweg (1993, pers. comm.), however, did not consider La Negrillar to be of Holocene age, and de Silva (2007 pers. comm.) noted that it was not as youthful looking as the El Negrillar complex to the N, although it did show leveed lava flows and pristine craters.  This basaltic-andesite volcanic field lies WSW of Socompa volcano between the Sierra San Juan and Sierra Almeida.",South America,"Northern Chile, Bolivia and Argentina",-24.319,-68.59,4220,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/115039.jpg,"The elongated, dark-colored lava flow complex just left of the center of this NASA Landsat image (with north to the top) is La Negrillar.  This cone and lava flow complex (also known as Aguas Perdidas) covers a roughly 16 km area along the SW margin of the Atacama basin.  The basaltic-andesite volcanic field, distinct from El Negrillar (north of Socompa), lies WSW of Socompa volcano, the source of the lava flows at the far middle-right.  Part of the massive debris avalanche from Socompa volcano fills the upper right part of the image.",NASA Landsat7 image (worldwind.arc.nasa.gov),Andesite / Basaltic Andesite,POINT (-24.319 -68.59)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a91,355109,Socompa,Stratovolcano,-5250,Chile-Argentina,"Straddling the Chile-Argentina border, Volcán Socompa is a massive dacitic stratovolcano that lies immediately north of the only railway line between the two countries. It is the youngest and southernmost of a NE-SW-trending chain of volcanoes including Pular and Pajonales. In contrast to the latter two volcanoes, no glacial moraines have been observed on the relatively uneroded Socompa. Collapse of the NW portion of the volcano about 7200 years ago produced a 600 km2 debris-avalanche deposit that extends about 40 km from the summit and is one of the world's largest and best exposed. Undated post-collapse eruptions constructed dacitic lava domes that have filled much of the head of the collapse scarp. No historical eruptions are known.",South America,"Northern Chile, Bolivia and Argentina",-24.396,-68.246,6031,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,http://volcano.si.edu/photos/full/068091.jpg,"Volcán Socompa is a massive, 6051-m-high dacitic stratovolcano noted for an eruption about 7200 years ago, similar to that at Mount St. Helens in 1980.  The Socompa eruption produced a massive 600 sq km debris-avalanche deposit, much larger than at St. Helens, that extends about 40 km from the summit.  This view from the north shows dark-colored post-collapse lava domes on the right side that have filled much of the head of the massive collapse scarp, which extends to the base of the volcano at the lower right.  ","Photo by Carlos Felipe Ramírez (courtesy of Oscar González-Ferrán, University of Chile).",Dacite,POINT (-24.396 -68.246)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a92,355100,Lascar,Stratovolcano(es),2017,Chile,"Láscar is the most active volcano of the northern Chilean Andes. The andesitic-to-dacitic stratovolcano contains six overlapping summit craters. Prominent lava flows descend its NW flanks. An older, higher stratovolcano 5 km E, Volcán Aguas Calientes, displays a well-developed summit crater and a probable Holocene lava flow near its summit (de Silva and Francis, 1991). Láscar consists of two major edifices; activity began at the eastern volcano and then shifted to the western cone. The largest eruption took place about 26,500 years ago, and following the eruption of the Tumbres scoria flow about 9000 years ago, activity shifted back to the eastern edifice, where three overlapping craters were formed. Frequent small-to-moderate explosive eruptions have been recorded since the mid-19th century, along with periodic larger eruptions that produced ashfall hundreds of kilometers away. The largest historical eruption took place in 1993, producing pyroclastic flows to 8.5 km NW of the summit and ashfall in Buenos Aires.",South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/048035.jpg,"Volcán Láscar (right) is the most active volcano of the northern Chilean Andes.  A steam plume rises in 1986 from one of six overlapping summit craters capping the andesitic-to-dacitic stratovolcano, which is seen here from Toconao to the NW.   Volcán Aguas Calientes (left center), an older, higher stratovolcano 5 km to the east, displays a well-developed summit crater and a probable Holocene lava flow near its summit.   Frequent explosive eruptions have been recorded from Láscar since the mid-19th century.","Photo by Paul King, MINSAL Corporation, 1986 (courtesy of Peter Francis, Open University).",Andesite / Basaltic Andesite,POINT (-23.37 -67.73)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a93,355112,Escorial,Stratovolcano,,Chile-Argentina,"Cerro Escorial, a small andesitic-dacitic stratovolcano, has young-looking lava flows and a well-preserved crater. It is the youngest volcanic center of the NW-SE-trending Corrida de Cori range that marks the Chile/Argentina border. Escorial is located 4 km NE of an active sulfur mine in older, extensively hydrothermally altered rocks. Very youthful-looking lava flows extend westward 3-4 km over an ignimbrite deposit on the Chilean side. A 1-km-wide crater caps the summit. Escorial was considered by de Silva and Francis (1991) to be of probable Holocene age based on morphological evidence, but Richards and Villeneuve (2002) obtained an Ar/Ar age of about 0.342 million years on a lava flow. Most of the lava flows extend to the SW into Chile, but a few small lobes traveled NE on the Argentinian side of the volcano. De Silva (2007 pers. comm.) noted that the well-preserved summit crater postdates the lava flow and could be of Holocene age.",South America,"Northern Chile, Bolivia and Argentina",-25.083,-68.367,5451,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/109076.jpg,"Cerro Escorial (center horizon), viewed from the summit of Lastarria volcano, is a small andesitic-dacitic stratovolcano that straddles the Chile/Argentina border.  Very youthful-looking lava flows of uncertain age are seen here extending 3-4 km SW-ward over an ignimbrite deposit on the Chilean side of the border.  Cerro Escorial is located 4 km NE of an active sulfur mine in older, extensively hydrothermally altered rocks, some of which are seen in the middle ground.   ","Photo by José Naranjo, 1983 (Servico Nacional de Geologica y Mineria).",Andesite / Basaltic Andesite,POINT (-25.083 -68.367)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a94,355110,Llullaillaco,Stratovolcano,1877,Chile-Argentina,"The world's highest historically active volcano, Llullaillaco sits astride the Chile-Argentina border.  The summit is formed by a smaller well-preserved cone that was constructed on an older Pleistocene edifice.  A major debris-avalanche deposit produced by collapse of the older volcano about 150,000 years ago extends eastward into Argentina and diverges around the N and S sides of the older Cerro Rosado stratovolcano 17 km to the E.  Construction of several lava domes and flows was associated with growth of the modern cone.  The two most prominent flows contain distinct flow levees and ridges and extend down the N and S flanks.  These two extremely youthful-looking dacitic flows were initially considered to be of Holocene age, but more recent Ar/Ar dating indicates that they are of late Pleistocene age (Richards and Villeneuve, 2001).  Two explosive eruptions and another that may have included lava effusion were reported in the 19th century.    ",South America,"Northern Chile, Bolivia and Argentina",-24.72,-68.53,6739,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/068100.jpg,"The world's highest historically active volcano, 6739-m-high Llullaillaco, sits astride the Chile-Argentina border.  The summit, seen here from the NE, is formed by a smaller well-preserved cone that was constructed on an older edifice dating back to the early Pleistocene.  A major debris-avalanche deposit produced by collapse of the older volcano extends eastward into Argentina.  Growth of the modern cone was completed with the emplacement of a series of young lava flows down the northern and southern flanks.  ","Photo by Carlos Felipe Ramírez, courtesy of Oscar González-Ferrán (University of Chile).",Dacite,POINT (-24.72 -68.53)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a95,355121,Cordon del Azufre,Complex,,Chile-Argentina,"Cordón del Azufre is a small volcanic complex straddling the Chile-Argentina border. The complex consists of a cluster of lava flows from vents on the NE side, wholly within Argentina, and a 5-km-long chain of vents along the border with Chile. An older andesitic-dacitic edifice with a 1.3-km-wide crater was mostly covered by younger Holocene andesitic lava flows. The youngest cone, 300-m-high Volcán la Moyra, was the source of fresh-looking blocky andesitic lava flows that descended 6 km into Chile and 3 km into Argentina.",South America,"Northern Chile, Bolivia and Argentina",-25.336,-68.521,5481,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/115040.jpg,"The volcanic complex in the center of this NASA Landsat composite image is Cordón del Azufre, a small volcanic center straddling the Chile-Argentina border.  A dacitic lava-dome complex lies at the eastern side of the complex, in Argentina.   The prominent dark-colored lava flow from Volcán la Moyra, the youngest feature of the volcanic field, descended 6 km into Chile and 3 km into Argentina.  Lava flows from Bayo volcano to the SW are visible at the lower left.  ",NASA Landsat7 image (worldwind.arc.nasa.gov),Andesite / Basaltic Andesite,POINT (-25.336 -68.521)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_1a96,355122,"Bayo Gorbea, Cerro",Complex,,Chile-Argentina,"Cerro Bayo is a complex volcano of partial Holocene age located along the Chile-Argentina border. An older center to the south contains a poorly preserved, 800-m-wide crater. A younger northern center along the national border has a well-preserved 400-m-wide crater and produced lava flows to the north and NE. The 5401-m-high summit of the Cerro Bayo complex, located west of the border in Chile, is the source of two viscous dacitic lava flows that traveled to the north and represent the most recent activity of the complex.",South America,"Northern Chile, Bolivia and Argentina",-25.414,-68.588,5413,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/115041.jpg,"The Cerro Bayo volcanic complex lies along the Chile-Argentina border east of the Salar de Gorbea, the light-colored area at the left-center portion of this NASA Landsat image.  A young well-preserved crater can be seen NE of an older snow-covered center (bottom-center).  A younger northern center along the national border has a well-preserved 400-m-wide crater.  The 5401-m-high summit of the Cerro Bayo complex, located west of the border in Chile, is the source of two viscous dacitic lava flows with prominent levees that traveled to the north.",NASA Landsat7 image (worldwind.arc.nasa.gov),Andesite / Basaltic Andesite,POINT (-25.414 -68.588)
